Ad technology provider;Privacy URL
Nubo LTD;https://www.recod3.com/privacypolicy.php
NumberEight Technologies Ltd;https://portal.eu.numbereight.ai/policies-license/#software-privacy-notice
numberly;https://numberly.com/en/privacy/
NUROFY AS;https://www.nurofy.no/privacy-policy/
Objective Partners;https://www.objectivepartners.com/cookie-policy-and-privacy-statement/
OCM;https://orangeclickmedia.com/privacy-policy
Octillion;https://www.octillion.tech/privacy-policy
Offerista Group GmbH;https://s3-eu-west-1.amazonaws.com/public-legal-docs.offerista/offerista/en/privacy.html
Ogury Ltd;https://ogury.com/privacy-policy/#the-data-collection-opt-out
Oktawave;https://www.oktawave.com/pl/firma/informacje-prawne/polityka-prywatnosci
Okube;https://okube-attribution.com/en/privacy-policy/
Omnicom Media Group;https://omnicommediagroup.com/privacy-notice/
OmniVirt;https://www.omnivirt.com/tos/privacy/
On Device Research;https://ondeviceresearch.com/GDPR
OnAudience Ltd;https://www.onaudience.com/internet-advertising-privacy-policy
One Tech Group GmbH;https://onetech.group/datenschutz-plattform/
OneDash;https://onedash.com/privacy-policy.html
OneDigitalAd Technologies;https://www.onedigitalad.com/privacy/privacyPolicy.html
OneFootball GmbH;https://static.onefootball.com/legal/consumer-web-privacy-policy/en
OneLog AG;https://www.oneid.digital/en/privacy-policy/
Onesoon Limited t/a Adalyser;https://adalyser.com/en/terms
OneTag;https://www.onetag.net/privacy/
Onfocus (Adagio);https://adagio.io/privacy
Online Advertising Network Sp. z o.o.;https://oan.pl/internet-advertising-privacy-policy/
Online Media Solutions LTD ;https://onlinemediasolutions.com/privacy-policy/
onlineumfragen.com GmbH;https://www.onlineumfragen.com/3index_2010_agb.cfm
Onnetwork Sp. z o.o.;https://onnetwork.tv/pp_service_en.php?lang=en
OnProspects Ltd;https://www.onprospects.com/privacy-policy
Onseo;http://onseo.biz/index.php/privacy-policy/
Open Web Technologies Ltd;https://www.openweb.com/legal-and-privacy/privacy/
OpenJS Foundation;https://openjsf.org/wp-content/uploads/sites/84/2021/04/OpenJS-Foundation-Privacy-Policy-2019-11-15.pdf
OpenLedger ApS;https://hubdsp.com/assets_new/files/privacy_policy.pdf
Opensignal Limited;https://connectivityassistant.com/privacy
OpenSlate;https://www.openslate.com/general-data-protection-regulation-gdpr-compliance-statement/
OpenX Technologies;https://www.openx.com/legal/privacy-policy/
Opera Software Ireland Ltd;https://legal.opera.com/privacy
Opinary (Affinity Global GmbH);https://opinary.com/privacy-policy/
OpinionAds;https://opinionads.com/privacy
Opt Out Advertising;https://optoutadvertising.com/privacy-policy/
Opti Digital SAS;https://www.optidigital.com/privacy-policy/
Optima Network SL;https://optimanetwork.com/pages/privacy
Optimise;https://www.optimisemedia.com/privacy-policy
optimise-it GmbH;https://www.optimise-it.de/datenschutz/
Optimize LCC D.B.A Genius Monkey;https://www.geniusmonkey.com/gdpr.php
Optomaton;http://optomaton.com/privacy.html
Oracle Data Cloud;https://www.oracle.com/legal/privacy/marketing-cloud-data-cloud-privacy-policy.html
Orange Advertising;https://www.orangeadvertising.fr/confidentialite-et-cookies/
Orbis Video;http://www.orbisvideo.com/privacy-policy/
OSCARO COM;https://www.oscaro.com/fr/info/securite-confidentialite
OTM Worldwide LLC;http://otm-r.com/privacy_policy/
OTTO;https://www.otto.de/shoppages/service/datenschutz
OursBlanc;https://oursblanc.io/legal-mentions/
Outbrain Inc.;https://www.outbrain.com/legal/amplify-terms#privacy-policy
OVC GmbH;https://www.kissnofrog.com/legal/privacy
Overstock;https://help.overstock.com/help/s/article/PRIVACY-AND-SECURITY-POLICY
Oxford BioChronometrics;https://oxford-biochron.com/privacy-policy/
OXY AGENCY;https://si.salesengineonline.com/privacy
PadSquad;https://padsquad.com/privacy-policy
Pandora;https://it.pandora.net/it/politica-sui-cookie/cookie-policy.html
Pangle DSP;https://partner.oceanengine.com/privacy
Paradox Media Tech;https://paradoxgroup.uk/knowledge-base/privacy-policy/
Parrable;https://parrable.com/privacy-policy/
Parship;https://www.parship.de/privacypolicy/
Partnerize;https://partnerize.com/en/privacy-policy
PASS3;https://mission.p3a.net/privacy-policy
Pathmatics;https://www.pathmatics.com/privacy#advertising
PebblePost;https://www.pebblepost.com/privacy-policy
Peer39;https://www.peer39.com/privacy-policy/
Pelmorex Corp;https://www.theweathernetwork.com/privacy-policy-na
Perfect Audience;https://www.perfectaudience.com/privacy/
Performax.cz, s.r.o.;https://www.performax.cz/en/privacy-policy
PerformMedia.com, Inc.;https://performmedia.com/privacy-policy/
PERMODO;http://permodo.com/de/privacy.html
Permutive Limited;https://permutive.com/privacy/
Persona.ly;http://persona.ly/privacy_policy
Petal Ads;https://www.aspiegel.com/agreement/cch6/def/def/def/ads_EU_b0_latest/priweb/privacy-statement-en-us.htm
Pexi B.V.;https://pexi.nl/privacy-policy
Phaistos Networks;https://adman.gr/gdpr
Pi-rate / pubintl;https://pi-rate.com.au/privacy.html
PIA Advertising GmbH;https://pia-advertising.com/privacy-policy/
Piano;https://piano.io/privacy-policy/
Pinpoll GmbH;https://www.pinpoll.com/pdf/data-protection-declaration.pdf
Pixalate;http://www.pixalate.com/privacypolicy/
PixFuture;https://www.pixfuture.com/data-processing-agreement/
Piximedia;https://piximedia.com/privacy/?lang=en
Placed;https://foursquare.com/legal/privacy
Placense Ltd;https://placesense.ai/privacy-notice/
Plan.Net Performance;https://www.plan-net.com/en/privacy-policy.html
Platform161;https://platform161.com/cookie-and-privacy-policy/
PlatformOne;https://www.platform-one.co.jp/data/
Playable Factory;https://playablefactory.com/privacy-policy/
Playdigo Inc;https://playdigo.com/home/privacy-policy/
PLAYGROUND XYZ;https://playground.xyz/privacy/privacy-policy.pdf
Playhill Limited;https://playhill.com/privacy
PML innovative media;https://www.pmlatam.com/privacy-policy
Polar;https://privacy.polar.me/
Polldaddy;https://automattic.com/privacy/
Porsche AG;https://ux.porsche.com/privacy-policy/
Portuma Software A.S.;https://www.portuma.com/Footer/PrivacyPolicy
Position2;https://www.position2.com/privacy-policy/
POWERENGINE PTE.LIMITED;https://www.zmaticoo.com/zmaticoo/privacies.html
PowerLinks Media Ltd.;http://powerlinks.com/privacy-policy/
POWSTER;https://nearestshowtimes.s-prod.pow.io/privacy
Preciso;https://preciso.net/privacy/
PREQUEL INTERNET TRADING LTD. ;https://www.prequel.tv/terms-and-conditions
Pressboard Media Inc;https://www.pressboardmedia.com/privacy-policy
Primis;https://www.primis.tech/privacy-policy/
Prism Partner;https://www.prismpartner.co.jp/privacy/
Prisma Media;https://www.prismamedia.com/espace-confidentialite/
ProData Media;https://www.prodatamg.com/privacy-policy/
Prodege, LLC.;https://www.prodege.com/privacy-policy-intl/
Programmatic Ecosystem LLC;http://mediasniper.ru/confidency.php
ProgrammaticX LTD;https://www.programmaticx.ai/privacypolicy
ProgSol.cz;http://www.impressionmedia.cz/files/Zasady-ochrany-a-zpracovani-osobnich-udaju-IM.pdf
Project Agora Ltd.;https://projectagora.com/privacy-policy/project-agora-platform/
ProSiebenSat.1 Digital Data GmbH;https://www.7pass.de/psdd/datenschutzbestimmungen-cdb.html
Protected Media;http://www.protected.media/privacy-policy/
Proxi.cloud sp. z o.o.;https://proxi.cloud/polityka-prywatnosci/
Proxistore;https://www.proxistore.com/en/privacy/
Pubfinity LLC;https://pubfinity.com/privacy-policy/
Public Good Software Inc.;https://publicgood.com/privacy-policy/
Publica LLC;https://getpublica.com/privacy/
Publicis Media;https://www.publicismedia.de/datenschutz/
Publicis One Spain S.L.;https://eris.id/politica-de-privacidad/
Publisher First, Inc.;https://freestar.com/privacy-policy/
PubMatic;https://pubmatic.com/legal/privacy-policy/
PubWise, LLLP;https://admin.pubwise.io/publisher/privacypolicy
Pulpo (An Entravision Company);https://www.pulpo.com/privacy-policy/
PulsePoint;https://www.pulsepoint.com/legal/gdpr
Pure Cobalt;https://www.purecobalt.com/policy/
Pure Local Media GmbH;https://purelocalmedia.de/?page_id=593
Purple Patch;https://purplepatch.online/privacy-policy
Qantas;http://www.qantas.com/au/en/support/privacy-and-security.html#our-contact-details
Qriously Inc;https://www.brandwatch.com/legal/qriously-privacy-notice/
Quality Media Network GmbH;https://www.qualitymedianetwork.de/datenschutz/
Qualtrics;https://www.qualtrics.com/uk/platform/gdpr/
Quantcast;https://www.quantcast.com/privacy/
QuantumCast digital GmbH;https://www.quantumcast-digital.com/privacy-policy
Quantyoo GmbH & Co. KG;https://quantyoo.de/datenschutz
QUARTER MEDIA GmbH;https://quartermedia.de/daten/
QuarticON;https://quarticon.com/en/privacy-policy/
Query Click Limited;https://www.queryclick.com/privacy-policy
Questpass Sp. z o.o.;https://questpass.io/en/terms/privacy-policy/
Quiet Media;http://qt.media/opt-out
QWARRY;https://qwarry.com/privacy-policy/
R.O.EYE Limited;https://www.roeye.com/privacy
R2B2 a.s.;https://r2b2.io/privacy-policy
RAAS LAB;https://www.raaslab.com/privacy-policy
Rackspace;http://www.rackspace.com/gdpr
Radio Marketing Service interactive GmbH;https://rms.de/datenschutz
Radio Net Media Limited;https://www.adtonos.com/privacy-policy/
Rakuten Marketing;https://rakutenadvertising.com/legal-notices/services-privacy-policy/
RAM;http://www.rampanel.com/ram_privacy_policy.html
Rambla;https://www.rambla.be/privacy-policy/
Raptor Services;https://www.raptorservices.com/privacy-policy/
Rayn B.V.;https://rayn.io/privacy
Reactive;http://reactive-agency.ru/privacy.html
Read Peak;https://www.readpeak.com/platform-privacy-policy
Realytics;https://blog.realytics.io/en/gdpr-and-how-realytics-is-getting-ready
Realzeit;https://realzeit.io/privacy.html
Reas Travel Group;https://www.tjingo.nl/privacy-beleid
Recreativ;https://recreativ.com/policy
Recruit JP;https://www.r-ad.ne.jp/optout/
Red Cubes Ltd;https://www.redcubes.biz/privacy-policy
REES46;https://docs.rees46.com/display/en/Legal
Refine Direct Srl;https://www.refine.direct/en/cookie-policy/
Refinery89 B.V;https://refinery89.com/privacy-policy/
Relay42;https://relay42.com/privacy
Relevant Digital Oy;https://www.relevant-digital.com/privacy-policy
Reliz Ad Platform;https://reliz.com/policy
REMAILME;https://remailme.fr/politique-confidentialite/
Remerge;http://remerge.io/privacy-policy.html
Reppublika Data Analytics and Technologies GmbH;https://www.reppublika.com/privacy-policy
Reset Digital Europe Ltd;http://www.resetdigital.co/privacy-policy/
Reset Digital Europe Ltd;https://resetdigital.co/policies.html
Resolution Media;https://www.nonstoppartner.net
Resonate;https://www.resonate.com/privacy-policy/
Resono B.V.;https://reso.no/privacy-policy/
ResponsiveAds;https://responsiveads.com/privacy-policy/
Retail Rocket LLC;https://my.retailrocket.ru/dsp/privacy
retailAds GmbH & Co. KG;https://www.retailads.net/de-de/ueberuns/datenschutz/
RetailSpot;https://www.retail-spot.io/politique-confidentialit%C3%A9
Retargetly;https://retargetly.com/privacy-policy/
RETENCY;http://www.retency.com/stats/fr/
Revcontent;https://help.revcontent.com/en/knowledge/revcontent-privacy-policy
RevenueMantra;http://www.revenuemantra.com/privacy.html
RevJet;https://www.revjet.com/privacy
Rezonence;https://rezonence.com/privacy-policy/
Rich Audience;http://www.richmediastudio.com/privacy_policy/
RIESENIA.com;https://www.adboost.sk/gdpr.html
Ringier Axel Springer Polska sp. z o.o.;https://privacy-policy.ringieraxelspringer.pl
Rippll Ltd;http://www.rippll.com/privacy
Rockerbox;https://www.rockerbox.com/privacy-shield
Roivenue s.r.o.;https://roivenue.com/wp-content/uploads/2024/02/Privacy-Policy-Roivenue.pdf
Roku Advertising Services;https://docs.roku.com/published/userprivacypolicy/en/gb
ROMIR;http://ssp.rmh.ru/files/privacy_policy_eng.pdf
Rontar;https://www.rontar.com/privacy
Roq.ad;https://www.roq.ad/privacy-policy
Roy Morgan Research;http://www.roymorgan.com/digital-privacy
RTB House;https://www.rtbhouse.com/privacy-center/services-privacy-policy/
Sabio London Limited;https://www.sabio.inc/privacypolicy
Sabio, Inc;https://www.sabio.inc/privacypolicy
Salesforce DMP;https://www.salesforce.com/company/privacy/
Samba TV;https://samba.tv/legal/privacy-policy/
Samba TV, Inc.;https://samba.tv/users/privacy-policy?lang=en
Samoukale Enterprises Limited dba ADEX;https://adex.com/privacy
Samsung Ads;https://policy.samsungrs.com/consent/eu/nsc/privacy_policy_en.html
Sape;https://traffic.sape.ru/policy.html
Sarigato Sp. z o.o.;https://www.sarigato.com/polityka_prywatnosci_sarigato_sataku.pdf
SAS One Planet Only;https://oneplanetonly.com/files/PRIVACY_POLICY.pdf
ScaleMonk;https://www.scalemonk.com/privacy-policy/index.html
Scenestealer;https://scenestealer.tv/terms.html
Schober Information Group Deutschland GmbH;https://collection.schober.de/
Schwarz Media GmbH ;https://gruppe.schwarz/datenschutz
SCIBIDS TECHNOLOGY;https://scibids.com/privacy-policy
Scigineer;https://www.scigineer.co.jp/privacy/
Scoota;https://www.scoota.com/privacy
Score Media Group GmbH & Co. KG;https://score-media.de/datenschutzerklaerung/
Seeding Alliance GmbH;https://seeding-alliance.de/datenschutz/
Seedtag;https://www.seedtag.com/cookies-policy/
Seenthis;https://seenthis.co/privacy-notice-2018-04-18.pdf
SelectMedia International LTD;https://www.selectmedia.asia/terms-and-privacy/
Sellpoints;https://retargeter.com/legal-privacy/
Semasio GmbH;https://www.semasio.com/privacy
Seven Technologies S.L.;https://www.se7en.es/privacy
SevenData S.p.a.;https://www.shinystat.com/it/informativa_privacy_generale.html
Seznam.cz, a.s.;https://www.seznam.cz/ochranaudaju
SFR;http://www.sfr.fr/securite-confidentialite.html
ShareThis, Inc;https://sharethis.com/privacy/
Sharethrough, Inc.;https://www.sharethrough.com/privacy-center/consumer-privacy-notice
SheMedia, LLC;https://www.shemedia.com/ad-services-privacy-policy
ShowHeroes;https://showheroes.atlassian.net/wiki/spaces/GDPR/pages/1702265742/
ShowHeroes SRL;https://www.iubenda.com/privacy-policy/41798584
Shutterstock, Inc.;https://www.shutterstock.com/privacy
SIA Setupad;https://setupad.com/privacy-policy/
Sift Media;https://www.sift.co/privacy
Signal;https://www.signal.co/privacy-policy/
Silver Egg Technology;https://www.silveregg.co.jp/hotview-gdpr
Silverbullet Data Services Group;https://wearesilverbullet.com/privacy-policy/
SilverMob;https://silvermob.com/privacy
Simplaex GmBH;https://simplaex.com/advertising-privacy-policy/
Simpli.fi;https://simpli.fi/simpli-fi-services-privacy-policy/
SINGLESPOT SAS ;https://www.singlespot.com/en/privacy_policy
Singular Labs Inc.;https://www.singular.net/privacy-policy/
Sipo Inc;https://sipo-inc.com/privacy-policy/
Sirdata;https://www.sirdata.com/en/Privacy
Sitewit, Corp;https://www.kliken.com/privacy-policy.html
Sixide;https://sixide.com/sites/default/files/doc/SIXIDE-PP.pdf
Sizmek;https://www.sizmek.com/privacy-policy/
Skaze;https://www.skaze.com/fr/politique/politique-de-confidentialite/
Sketchfab, Inc.;https://sketchfab.com/privacy
Skimbit Ltd;https://skimlinks.com/privacy-policies/
Skoiy;https://www.skoiy.com/en/privacy-policy/
Skypiea Tech Co.,Limited;https://www.ad-piece.com/gdpr/index.html?p=111
Smaato;https://www.smaato.com/privacy/
Smadex;http://smadex.com/end-user-privacy-policy/
Smart;https://smartadserver.com/end-user-privacy-policy/
Smart Analytics SL;https://www.smartmeanalytics.com/_next/static/e18aa096eb299626.pdf
Smart.bid ltd;https://www.smart.bid/privacy
smartclip Europe GmbH;http://privacy-portal.smartclip.net
Smartclip Hispania S.L.;https://rgpd-smartclip.com/
SmartFrame Technologies Ltd;https://smartframe.io/publisher-terms-conditions/
Smartly.io Solutions Oy;https://smartly.io/privacypolicy
Smartology;https://www.smartology.net/privacy-policy/
SMARTSTREAM;https://www.smartstream.tv/de/datenschutz
SmartyAds;https://smartyads.com/privacy-policy
Smartzer;https://www.smartzer.com/privacy-policy
Smile Wanted;https://www.smilewanted.com/privacy.php
SMN Corporation;http://www.so-netmedia.jp/cookie/index.html
Snap Inc.;https://www.snap.com/en-US/privacy/privacy-policy/
Snapupp Technologies SL;https://www.enterprise.noddus.com/privacy-policy
Snigel Web Services Limited;https://www.snigel.com/privacy-policy
Snitcher.com;http://help.snitcher.com/general-information/does-snitcher-conform-to-the-gdpr
socoto gmbh & co. kg;https://www.socoto.com/datenschutz/
SoD ScreenOnDemand GmbH;https://screenondemand.de/datenschutzerklaerung/
Softcrylic;https://softcrylic.com/privacy-policy/
Softcube;http://softcube.com/privacy-policy
Sojern;https://www.sojern.com/privacy/product-privacy-policy/
Solocal;https://client.adhslx.com/privacy.html
Soluciones Netquest de Investigación SLU;https://www.nicequest.com/gb/privacy
Solution Coupons;https://ads.solution.coupons/privacy
Somo Audience;https://somoaudience.com/legal/
Somplo;http://somplo.com/privacy-policy/
SOMQUERY SOMTAG - (SevenOne Media);https://www.seven.one/datenschutzhinweise/somquery-somtag
Sonares GmbH;https://sonares.org/en/datenschutz/
Sonic Odeeo ltd;https://odeeo.io/privacy-policy/
Sonobi, Inc;https://sonobi.com/privacy-policy
SoundCast;https://soundcast.io/data-privacy/
SourceKnowledge;http://www.sourceknowledge.com/privacy
Sovrn;https://www.sovrn.com/privacy-policy/
SPACE ADSERVER;https://adx.space/policy.html
Sparteo;https://sparteo.com/privacy-policy/
Spicy Mobile;https://spicymobile.pl/polityka-prywatnosci
SpiderAF;https://spideraf.com/privacy
SpinX Pte Ltd;https://spinx.biz/privacy-policy
Spirable;https://www.spirable.com/privacy-policy
Splicky;https://www.splicky.com/de/web/privacy
Spoods GmbH;https://www.spoods.info/#cookie-policy
Sportority (Minute Media);https://www.minutemedia.com/policies/privacy-policy
Sportradar;https://www.sportradar.com/about-us/privacy/
Spotad;http://www.spotad.co/privacy-policy/
Spotible;https://www.spotible.com/privacy.php
SPP Solutions Ltd.;https://panel.geozo.com/account/privacy
Spring Venture Group;http://www.springventuregroup.com/privacy-policy/
SpringServe;https://springserve.com/consumer-privacy
Sqreem Technologies Private Limited;https://sqreemtech.com/privacy/
Squeezely;https://squeezely.tech/privacy
SSMas;https://ssmas.com/privacy-policy
StackAdapt;https://www.stackadapt.com/privacy
Stailamedia;https://www.stailamedia.com/datenschutz
Start.io Inc;https://www.start.io/policy/privacy-policy-site/
StartApp;https://www.startapp.com/policy/privacy-policy/
STEP A/S;https://www.step.dk/cookie-privatlivspolitik
Stratio Big Data;https://www.mutua.es/politica-cookies/
Stream;https://stream.ru/private
Stream Eye;https://app.streameye.com/policy/net
streaMonkey GmbH;https://www.streamonkey.de/de/datenschutz
StreamRail;https://www.ironsrc.com/wp-content/uploads/2016/11/ironSourceDisplayPrivacyPolicy.pdf
StreamShop Technologies;https://www.streamshop.com.br/politica-de-privacidade
Ströer Digital Media GmbH;https://www.stroeer.de/werben-mit-stroeer/onlinewerbung/programmatic-data/datenschutz-sdi/
STRÖER SSP GmbH;https://www.stroeer.de/fileadmin/de/Konvergenz_und_Konzepte/Daten_und_Technologien/Stroeer_SSP/Downloads/Datenschutz_Stroeer_SSP.pdf
Strossle International AB;https://www.strossle.com/platform-privacy-notice
Sub2 Technologies;https://www.sub2tech.com/privacy-policy/
Sublime Skinz;http://sublimeskinz.com/Creative-Agency-CDN-Privacy-en
SUITE 66;http://www.suite66.com/privacy-policy/
Sunday Market Media Inc;https://sunday.market/privacypolicy.html
SunMedia;https://www.sunmedia.tv/en/legal
SUNT Content;https://www.suntcontent.com/privacy/
Supership;https://supership.jp/optout/
SW Research;https://swpanel.pl/klauzula-informacyjna
Swaven;http://www.swaven.com/cookie-policy/
Synamedia;https://www.synamedia.com/privacy-policy/
Synamedia;https://www.synamedia.com/iris-privacy-policy/
Synkd;https://synkd.life/GDPR.html
Systemina;https://www.systemina.dk/persondatapolitik
t2ó;https://www.t2omedia.com/en/privacy-policy/
TabMo;http://static.tabmo.io.s3.amazonaws.com/privacy-policy/index.html
Taboola;https://www.taboola.com/privacy-policy
TACTIC™ Real-Time Marketing;http://tacticrealtime.com/privacy/
Tagtoo;https://www.tagtoo.com.tw/privacy_en.html
Tail;https://www.tail.digital/#privacy
Taiwan Mobile Co Ltd;https://www.ghtinc.com/privacy-policy/
Tangoo;https://www.tangoomedia.com/services_privacypolicy/
Tapad;https://www.tapad.com/eu-privacy-policy
tapCLIQ;https://www.tapcliq.com/privacy
Tapjoy;https://www.tapjoy.com/legal/#privacy-policy
Tapklik;https://www.tapklik.com/gdpr
TAPTAP;http://www.taptapnetworks.com/privacy_policy/
Taptica;https://www.taptica.com/privacy/
Target RTB;http://new-programmatic.com/privacy.htm
Targetspot Belgium SPRL;https://www.targetspot.com/privacy-policy/
TargetVideo GmbH;https://target-video.com/privacy-policy/
Tchibo GmbH;https://www.tchibo.de/cookies-tracking-re-targeting-s400092901.html
tD-GDN;https://www.touridat.com/datenschutz
Teads;https://teads.tv/privacy-policy/
Tealium;https://tealium.com/protecting-your-privacy-and-your-data/
Teavaro;https://www.teavaro.com/privacy-policy/
TEEMO;https://teemo.co/fr/confidentialite/
Telecoming;http://www.telecoming.com/privacy-policy/
TemuDSP;https://www.temu.com/privacy-and-cookie-policy.html
TenMax;https://www.tenmax.io/gdpr-privacy-policy
TF1 - FR;https://www.tf1.fr/politique-de-confidentialite/
TF1 PUBLICITE;https://tf1pub.fr/politique-de-protection-des-donnees-partenaires-data
The Cools Group Inc.;https://adsfromthefuture.com/privacy-policy
THE LINEA 1 MKT SL;https://www.tl1mkt.com/privacy.html
The Moneytizer;https://www.themoneytizer.com/cgu
THE NEWCO S.R.L.;https://www.thenewco.it/privacy_policy_servizi_prodotti.html
The Ozone Project Limited;https://www.ozoneproject.com/privacy-matters/gdpr
The Qt Company;https://www.qt.io/terms-conditions/digital-advertising/privacy
The Reach Group;https://trg.de/en/privacy-statement/
The Trade Desk;https://www.thetradedesk.com/general/privacy-policy
The Very Group;https://www.very.co.uk/privacy-terms.page
TheINDUSTRY AG;https://www.adspot.ch/j/cookies/policy
Thomann GmbH;https://www.thomann.de/de/compinfo_privacy.html
Threedium Ltd;https://threedium.io/privacy
Throtle;https://throtle.io/privacy/
Thunder;https://makethunder.com/privacy
TimeOne;https://www.timeonegroup.com/privacy-policies/
Tinkoff.ru;https://static.tinkoff.ru/documents/docs/processing-personal-data.pdf
TITAN OPERATING SYSTEM, SL.;https://www.titanos.tv/ads-privacy-policy
TMT Digital Inc;https://mediatrust.com/privacy-statement/
Tonefuse;https://cp.tonefuse.com/privacy-policy
TOPON PTE. LTD. ;https://www.toponad.com/en/privacy-policy
TorchAD;https://app.torchad.com/advertiser/privacy
TotalJobs Group Ltd;https://www.totaljobs.com/privacy-policy
TraceAd;http://influenceaudience.com/about/gdpr-privacy-policy-business-partners.html
Tradedoubler AB;http://www.tradedoubler.com/en/privacy-policy/
Tradelab;http://tradelab.com/en/privacy/
Traffective GmbH;https://www.iubenda.com/privacy-policy/30563919
TrafficGuard;https://www.trafficguard.ai/gdpr/
Trafmag;http://trafmag.com/policy#gdpr
Transmit.Live;https://transmit.live/privacy-policy/
travel audience – An Amadeus Company;https://www.amadeus-hospitality.com/privacy-policy/
Travel Data Collective;https://www.yieldr.com/privacy/
TravelClick;https://www.travelclick.com/privacy-policy.html
Treepodia;https://www.treepodia.com/En/docroot/Documents/Treepodia_Website_and_Platform_Privacy_Policy.pdf
Trend Research;https://trendfrage.de/?ID=135
TreSensa;http://tresensa.com/eu-privacy/index.html
Tri-table Sp. z o.o.;https://tri-table.com/polityka-prywatnosci
Tribes Research;https://www.tribesresearch.co.uk/terms-conditions-cookie-and-privacy-policy/
TripAdvisor;https://tripadvisor.mediaroom.com/us-privacy-policy
Triple13 Ltd;https://freestar.com/privacy-policy/
TripleLift;https://triplelift.com/privacy/
Triton Digital Canada Inc.;https://www.tritondigital.com/privacy-policies
TROVIT;https://corporate.trovit.com/politica-de-privacidad
True Wave Technologies Limited;http://truewave.io/gdpr.html
TrueData Solutions, Inc.;https://www.truedata.co/privacy-policy/
TruEffect;https://trueffect.com/privacy-policy/
TrustArc;https://www.trustarc.com/privacy-policy/
Truvid Inc.;https://www.truvid.com/terms/privacy_policy
TStack Inc;https://trustedstack.com/privacy-policy/
Tuky Data;https://tuky.net/privacy.html
Turbo;https://www.turboadv.com/white-rabbit-privacy-policy
Turk Telekom;https://www.giftaddigital.com/en/privacy-policy.aspx
TVadSync;https://www.tvadsync.com/privacy-policy/
TVSquared;https://tvsquared.com/privacy-policy/
twiago;https://www.twiago.com/datenschutz/
Twinpine;http://twinpinenetwork.com/privacy-policy/
Twist Digital LTD.;https://www.twist.win/privacy
twyn;http://www.twyn.com/datenschutz.html
TX Group AG;https://tx.group/privacy-policy/
TypeA Holdings;https://risecodes.com/privacy
Uber Technologies Inc.;https://privacy.uber.com/policy
UberMedia;https://ubermedia.com/summary-of-privacy-policy/
Ubex DSP;https://static.ubex.io/legal/policy.pdf
ucfunnel;https://www.ucfunnel.com/privacy-policy
Umeng Plus Beijing Technology Limited Company;https://dip.umeng.com/opt_out.html?spm=a211g2.181323.0.0.5c633604LjuRQc
umlaut communication Gmbh;https://tacs.c0nnectthed0ts.com/policy1/data_privacy.html
Unblockia SL;https://unblockia.com/privacy-policy/
Underdog Media;https://underdogmedia.com/privacy-policy/gdpr
Undertone;https://www.undertone.com/privacy/
unerry Inc;https://www.unerry.co.jp/privacy-en/
UNICORN;https://uncn.jp/cup?lan=en
Unicredit BankAustria AG;https://www.bankaustria.at/rechtliches-datenschutz.jsp
UniCredit S.p.A.;https://www.unicredit.it/it/info/privacy.html
United Internet Media GmbH;https://www.united-internet-media.de/de/datenschutzhinweis/
Unity Ads;https://unity.com/legal/privacy-policy
Unitymedia;https://www.unitymedia.de/privatkunden/datenschutz/
UnrulyX;https://unruly.co/legal/gdpr/
uppr GmbH;https://uppr.rocks/datenschutz/
Upwave;https://www.upwave.com/privacy-policy/
usemax (Emego GmbH);http://www.usemax.de/?l=privacy
Userneeds;https://userneeds.com/pages/privacy-policy-english/
VALIUZ;https://www.valiuz.com/politique-de-confidentialite-2/
Ve Interactive;https://www.ve.com/privacy-policy
VECTAURY;https://vectaury.io/en/personal-data.html
Velocity Made Good LLC;https://vmg.nyc/privacy
Venatus;https://www.venatus.com/privacy-policy
Verasity Limited;https://verasity.io/privacy
Vertoz;https://www.vertoz.com/privacy-policy/
Vertriebswerk;https://eazy.de/agb
Verve Group;https://pubnative.net/privacy-notice
VF Visual Fantastix Tanner;https://sitebarad.com/de/datenschutz.html
VGI CTV, Inc;https://verve.com/privacy-policy/index.html
VIADS ADVERTISING S.L.;https://viads.com/privacy-policy
Viafoura Inc.;https://viafoura.com/privacy-policy/
Viant;https://viantinc.com/privacy-policy/
Vidazoo;https://vidazoo.gitbook.io/vidazoo-legal/privacy-policy
Video Research Interactive;https://www.videoi.co.jp/privacy/
Videobot Ltd;https://www.videobot.com/privacy-policy/
Videostori;https://www.videostori.io/privacy_policy
Vidoomy;https://vidoomy.com/privacy-policy-en.html
Vidstart LTD;https://www.vidstart.com/wp-content/uploads/2018/09/DPA_PDF-Vidstart.pdf
Viewbix;http://corp.viewbix.com/cookie-policy/
ViewersLogic LTD;https://www.viewerslogic.com/docs/Privacy-latest.html
ViewPay;http://viewpay.tv/mentions-legales/
Viewst;https://old.viewst.com/privacy_policy
Vimeo;https://vimeo.com/cookie_policy
Vinstant;https://vinstant.pro/privacy
Viomba;https://pathfinder.viomba.com/privacy-policy
Virtual Minds;https://virtualminds.de/datenschutz/
Visarity;https://primo.design/docs/PrivacyPolicyPrimo.html
Vital Media;https://zefirgood1.ru/opt-out
vitrado GmbH;https://www.vitrado.de/datenschutz
VIVALU;http://www.vivalu.com/downloads/de_DE/VIVALU_Datenschutz_2018.pdf
VIZNET;https://viznet.tv/en/privacy-policy-2/
Vizury;https://vizury.com/privacy-policy
VLYBY Digital GmbH;https://www.vlyby.com/product-privacy
Vodafone GmbH;https://www.vodafone.de/unternehmen/datenschutz-privatsphaere.html
